Date,A1,gw_index,salinity,salinity_index,gw_suitability_index,sw_suitability_index,water_suitability_index
1968-05-06,9.1475,0.4075,4075.0,1.0,0.4075,0.156,0.5635
1968-05-07,9.1625,0.405357142857,4053.57142857,1.0,0.405357142857,0.156,0.561357142857
1968-05-08,9.1775,0.403214285714,4032.14285714,1.0,0.403214285714,,0.403214285714
1968-05-09,9.1925,0.401071428571,4010.71428571,1.0,0.401071428571,,0.401071428571
1968-05-10,9.197631579,0.400338345857,4003.38345857,1.0,0.400338345857,,0.400338345857
1968-05-11,9.192894737,0.401015037571,4010.15037571,1.0,0.401015037571,0.191333333333,0.592348370905
1968-05-12,9.188157895,0.401691729286,4016.91729286,1.0,0.401691729286,0.191333333333,0.593025062619
1968-05-13,9.183421053,0.402368421,4023.68421,1.0,0.402368421,0.191333333333,0.593701754333
1968-05-14,9.178684211,0.403045112714,4030.45112714,1.0,0.403045112714,0.191333333333,0.594378446048
1968-05-15,9.173947368,0.403721804571,4037.21804571,1.0,0.403721804571,0.191333333333,0.595055137905
1968-05-16,9.169210526,0.404398496286,4043.98496286,1.0,0.404398496286,,0.404398496286
1968-05-17,9.164473684,0.405075188,4050.75188,1.0,0.405075188,,0.405075188
1968-05-18,9.159736842,0.405751879714,4057.51879714,1.0,0.405751879714,,0.405751879714
1968-05-19,9.155,0.406428571429,4064.28571429,1.0,0.406428571429,,0.406428571429
1968-05-20,9.150263158,0.407105263143,4071.05263143,1.0,0.407105263143,,0.407105263143
1968-05-21,9.145526316,0.407781954857,4077.81954857,1.0,0.407781954857,,0.407781954857
1968-05-22,9.140789474,0.408458646571,4084.58646571,1.0,0.408458646571,,0.408458646571
1968-05-23,9.136052632,0.409135338286,4091.35338286,1.0,0.409135338286,,0.409135338286
1968-05-24,9.131315789,0.409812030143,4098.12030143,1.0,0.409812030143,,0.409812030143
1968-05-25,9.126578947,0.410488721857,4104.88721857,1.0,0.410488721857,,0.410488721857
1968-05-26,9.121842105,0.411165413571,4111.65413571,1.0,0.411165413571,,0.411165413571
1968-05-27,9.117105263,0.411842105286,4118.42105286,1.0,0.411842105286,,0.411842105286
1968-05-28,9.112368421,0.412518797,4125.18797,1.0,0.412518797,,0.412518797
1968-05-29,9.112068966,0.412561576286,4125.61576286,1.0,0.412561576286,,0.412561576286
1968-05-30,9.116206897,0.411970443286,4119.70443286,1.0,0.411970443286,,0.411970443286
1968-05-31,9.120344828,0.411379310286,4113.79310286,1.0,0.411379310286,,0.411379310286
1968-06-01,9.124482759,0.410788177286,4107.88177286,1.0,0.410788177286,,0.410788177286
1968-06-02,9.12862069,0.410197044286,4101.97044286,1.0,0.410197044286,,0.410197044286
1968-06-03,9.132758621,0.409605911286,4096.05911286,1.0,0.409605911286,,0.409605911286
1968-06-04,9.136896552,0.409014778286,4090.14778286,1.0,0.409014778286,0.34,0.749014778286
1968-06-05,9.141034483,0.408423645286,4084.23645286,1.0,0.408423645286,0.34,0.748423645286
1968-06-06,9.145172414,0.407832512286,4078.32512286,1.0,0.407832512286,0.34,0.747832512286
1968-06-07,9.149310345,0.407241379286,4072.41379286,1.0,0.407241379286,0.34,0.747241379286
1968-06-08,9.153448276,0.406650246286,4066.50246286,1.0,0.406650246286,0.34,0.746650246286
1968-06-09,9.157586207,0.406059113286,4060.59113286,1.0,0.406059113286,0.34,0.746059113286
1968-06-10,9.161724138,0.405467980286,4054.67980286,1.0,0.405467980286,0.34,0.745467980286
1968-06-11,9.165862069,0.404876847286,4048.76847286,1.0,0.404876847286,0.34,0.744876847286
1968-06-12,9.17,0.404285714286,4042.85714286,1.0,0.404285714286,0.34,0.744285714286
1968-06-13,9.174137931,0.403694581286,4036.94581286,1.0,0.403694581286,0.34,0.743694581286
1968-06-14,9.178275862,0.403103448286,4031.03448286,1.0,0.403103448286,0.34,0.743103448286
1968-06-15,9.182413793,0.402512315286,4025.12315286,1.0,0.402512315286,0.34,0.742512315286
1968-06-16,9.186551724,0.401921182286,4019.21182286,1.0,0.401921182286,,0.401921182286
